brightness,contrast,saturation,sharpness,dominant_color_1,dominant_color_2,dominant_color_3,image_name,raw_rating,rating
98.84,56.81,39.67,5715.76,"[187, 181, 176]","[41, 41, 38]","[120, 111, 103]",05d8eecc-b976-4909-9b46-562af2865c40.jpg,886.662,2.43
150.79,61.95,53.77,5876.07,"[235, 235, 233]","[97, 78, 58]","[170, 165, 155]",1.jpg,921.387,2.49
174.04,54.35,72.92,4710.06,"[105, 77, 60]","[235, 221, 212]","[188, 163, 140]",10.jpg,751.7055,2.2
176.39,59.05,39.9,5344.0,"[220, 215, 209]","[80, 62, 49]","[163, 152, 144]",100.jpg,842.9010000000001,2.36
188.26,41.66,19.34,3470.31,"[213, 210, 206]","[93, 88, 73]","[169, 163, 152]",102.jpg,557.9354999999999,1.87
177.4,54.03,48.47,3941.49,"[156, 138, 110]","[213, 204, 200]","[96, 84, 76]",103.jpg,633.2085,2.0
186.93,66.03,80.81,6067.4,"[222, 208, 189]","[37, 69, 66]","[169, 131, 95]",104.jpg,960.1754999999999,2.56
161.28,54.34,48.22,4062.92,"[193, 183, 180]","[66, 54, 42]","[152, 128, 102]",105.jpg,649.014,2.03
172.28,53.85,44.89,6184.25,"[207, 194, 185]","[89, 70, 61]","[162, 142, 129]",106.jpg,968.2905,2.57
163.2,52.7,52.65,4545.98,"[156, 133, 123]","[204, 194, 187]","[93, 65, 52]",107.jpg,722.1795,2.15
158.66,62.64,36.67,7454.11,"[200, 197, 192]","[57, 49, 41]","[127, 115, 101]",108.jpg,1156.812,2.89
149.36,57.55,46.99,4100.2,"[134, 118, 100]","[189, 180, 169]","[50, 39, 30]",109.jpg,653.115,2.03
138.39,70.98,97.19,3524.88,"[149, 124, 97]","[64, 44, 29]","[219, 207, 184]",11 Stunning Decorative Ceiling Ideas for Modern Homes - Melanie Jade Design.jpg,574.716,1.9
159.04,49.43,56.0,3108.29,"[147, 130, 109]","[80, 63, 48]","[196, 186, 171]",11.jpg,505.914,1.78
149.5,58.34,37.0,4336.75,"[139, 125, 113]","[204, 203, 199]","[76, 65, 56]",110.jpg,687.2384999999999,2.09
152.49,62.41,32.26,5070.11,"[62, 54, 47]","[207, 204, 199]","[145, 132, 120]",111.jpg,797.5904999999999,2.28
180.73,70.36,55.96,11399.59,"[223, 223, 217]","[39, 56, 71]","[160, 150, 128]",112.jpg,1755.9959999999999,3.91
178.12,50.75,34.18,4235.71,"[171, 160, 150]","[71, 60, 58]","[211, 208, 206]",113.jpg,674.814,2.07
169.41,62.01,50.99,9034.62,"[65, 54, 52]","[151, 138, 129]","[208, 206, 204]",114.jpg,1397.5545,3.3
164.8,70.13,73.46,4803.23,"[219, 204, 187]","[37, 44, 53]","[167, 141, 117]",115.jpg,766.7429999999999,2.23
189.49,40.53,27.37,2769.03,"[189, 179, 175]","[119, 98, 95]","[211, 213, 213]",117.jpg,453.963,1.7
170.53,54.77,44.61,4911.0,"[84, 71, 54]","[169, 154, 143]","[218, 211, 203]",118.jpg,777.1365,2.25
162.64,69.58,69.86,4208.62,"[216, 203, 196]","[83, 53, 43]","[167, 142, 126]",119.jpg,676.605,2.07
156.42,45.17,17.79,3637.23,"[190, 184, 181]","[63, 57, 54]","[147, 141, 137]",12.jpg,578.4915,1.91
151.91,51.0,17.62,5462.43,"[192, 193, 191]","[63, 65, 57]","[138, 138, 134]",120.jpg,852.444,2.37
167.43,46.62,44.42,4113.99,"[157, 147, 128]","[197, 189, 177]","[82, 68, 55]",121.jpg,655.8689999999999,2.04
145.49,64.21,61.42,4623.58,"[153, 128, 107]","[213, 202, 192]","[70, 55, 46]",122.jpg,734.2049999999999,2.17
164.64,64.9,82.16,9763.57,"[214, 194, 166]","[80, 59, 46]","[172, 145, 95]",123.jpg,1511.2905,3.5
161.29,57.26,51.9,3776.82,"[92, 72, 53]","[213, 206, 202]","[147, 132, 119]",124.jpg,607.0905,1.96
180.41,61.92,35.28,6910.1,"[215, 215, 212]","[82, 65, 55]","[156, 152, 144]",125.jpg,1078.1565,2.76
149.65,52.05,44.37,6469.71,"[189, 181, 175]","[76, 59, 49]","[152, 141, 132]",126.jpg,1007.367,2.64
178.32,48.33,42.98,4181.91,"[213, 204, 194]","[96, 84, 71]","[168, 151, 136]",127.jpg,667.7309999999999,2.06
143.21,57.66,49.76,6310.42,"[135, 123, 114]","[52, 49, 46]","[188, 184, 183]",128.jpg,984.1575,2.6
169.95,51.02,45.4,5834.2,"[167, 158, 145]","[220, 217, 215]","[108, 95, 73]",129.jpg,915.0855,2.48
160.09,56.02,41.64,2731.23,"[202, 197, 190]","[84, 68, 52]","[163, 154, 140]",13.jpg,448.34700000000004,1.69
145.5,67.16,35.14,5298.82,"[136, 124, 117]","[211, 207, 203]","[59, 51, 47]",131.jpg,831.9929999999999,2.34
172.81,57.59,42.56,4368.73,"[216, 209, 198]","[87, 79, 69]","[174, 158, 138]",132.jpg,696.2534999999999,2.11
182.22,58.44,28.27,5016.12,"[164, 157, 144]","[220, 214, 207]","[69, 61, 50]",133.jpg,792.7575,2.27
182.33,49.48,45.89,3330.36,"[172, 156, 128]","[211, 205, 198]","[82, 76, 64]",134.jpg,541.209,1.84
153.57,50.58,70.91,5325.08,"[102, 83, 63]","[164, 144, 123]","[218, 208, 193]",135.jpg,840.021,2.35
183.84,63.11,62.43,6553.56,"[230, 218, 202]","[87, 63, 44]","[179, 157, 133]",136.jpg,1029.441,2.67
155.32,61.55,71.5,5937.19,"[212, 196, 176]","[80, 63, 47]","[144, 125, 106]",137.jpg,933.834,2.51
156.79,50.86,51.82,4437.89,"[177, 169, 162]","[135, 104, 86]","[31, 28, 26]",138.jpg,704.604,2.12
118.03,58.67,46.24,4684.36,"[68, 62, 55]","[128, 120, 101]","[215, 213, 203]",139.jpg,736.0949999999999,2.18
116.1,59.58,19.82,3352.76,"[56, 55, 55]","[187, 182, 176]","[137, 133, 128]",14.jpg,532.239,1.83
175.15,54.65,24.57,6897.84,"[177, 168, 161]","[86, 80, 75]","[217, 215, 213]",140.jpg,1072.8315,2.75
175.86,49.99,61.21,2856.69,"[222, 213, 203]","[97, 80, 64]","[179, 162, 135]",141.jpg,471.5625,1.73
154.62,51.62,59.74,2861.94,"[74, 56, 47]","[156, 140, 127]","[197, 188, 178]",142.jpg,469.188,1.72
170.98,56.61,29.56,4996.07,"[215, 208, 203]","[162, 153, 144]","[62, 54, 46]",143.jpg,787.983,2.26
185.33,58.64,46.5,4989.44,"[179, 156, 138]","[88, 72, 55]","[221, 212, 206]",144.jpg,791.9865,2.27
151.68,54.13,38.7,6850.95,"[140, 132, 122]","[189, 187, 179]","[67, 62, 53]",145.jpg,1064.319,2.73
144.5,67.04,43.14,6220.88,"[200, 197, 186]","[54, 47, 40]","[129, 114, 92]",146.jpg,971.334,2.58
153.22,60.25,50.79,5108.39,"[81, 66, 52]","[208, 202, 196]","[147, 131, 116]",147.jpg,805.8975,2.29
167.2,51.64,45.0,8561.58,"[164, 155, 137]","[78, 68, 53]","[219, 214, 205]",148.jpg,1323.8129999999999,3.18
171.18,61.1,33.97,3510.55,"[174, 164, 154]","[78, 72, 60]","[227, 226, 225]",149.jpg,566.52,1.89
131.73,58.1,47.94,2702.56,"[46, 45, 47]","[176, 173, 167]","[124, 114, 108]",15.jpg,441.04949999999997,1.67
153.26,47.57,28.62,1099.57,"[184, 182, 175]","[127, 122, 112]","[44, 38, 31]",151.jpg,199.35299999999998,1.26
171.31,65.13,33.65,1064.77,"[162, 166, 158]","[42, 41, 49]","[206, 210, 205]",152.jpg,200.22899999999998,1.26
128.52,47.42,77.15,1727.24,"[163, 158, 143]","[77, 27, 27]","[118, 108, 91]",153.jpg,297.0495,1.43
128.23,50.46,72.0,1528.22,"[160, 154, 138]","[56, 19, 15]","[110, 105, 80]",154.jpg,266.8365,1.38
166.48,56.76,45.08,4991.48,"[208, 202, 197]","[74, 56, 44]","[160, 144, 131]",155.jpg,788.9699999999999,2.27
144.16,55.26,40.96,6937.38,"[159, 150, 146]","[81, 79, 78]","[211, 209, 209]",157.jpg,1076.664,2.76
118.61,80.48,157.55,6814.53,"[229, 200, 151]","[41, 17, 9]","[142, 99, 62]",158.jpg,1075.6755,2.75
158.9,60.53,31.98,9396.98,"[147, 151, 141]","[59, 61, 55]","[213, 212, 207]",159.jpg,1447.2585,3.39
140.69,64.48,61.0,3376.49,"[157, 145, 133]","[216, 214, 214]","[71, 54, 41]",16.jpg,546.3989999999999,1.85
139.69,66.94,102.86,5949.82,"[149, 118, 78]","[198, 186, 173]","[56, 40, 22]",160.jpg,938.8965,2.52
189.39,63.45,65.6,1672.26,"[189, 163, 139]","[235, 218, 197]","[76, 57, 43]",161.jpg,298.605,1.43
157.31,65.75,64.09,4969.93,"[169, 155, 136]","[83, 62, 43]","[216, 207, 198]",162.jpg,788.562,2.26
156.92,50.65,41.53,3724.39,"[147, 136, 124]","[72, 63, 46]","[189, 185, 180]",163.jpg,596.0235,1.94
158.13,58.11,44.82,6852.39,"[203, 196, 188]","[54, 59, 51]","[149, 138, 124]",164.jpg,1067.0175000000002,2.74
164.27,62.74,76.68,6920.36,"[166, 142, 116]","[214, 202, 187]","[89, 65, 41]",165.jpg,1083.6074999999998,2.77
132.14,47.88,89.24,1492.98,"[120, 140, 103]","[210, 220, 206]","[58, 97, 60]",166.jpg,264.336,1.37
186.74,47.08,94.89,1382.54,"[212, 191, 164]","[136, 94, 50]","[186, 155, 116]",167.jpg,256.6875,1.36
109.12,53.83,31.24,1382.24,"[109, 111, 110]","[48, 41, 38]","[182, 181, 181]",168.jpg,236.4645,1.33
146.81,51.45,29.39,588.84,"[188, 181, 178]","[77, 65, 60]","[136, 122, 117]",169.jpg,122.4735,1.13
137.01,58.21,70.85,3592.6,"[82, 61, 45]","[154, 139, 122]","[210, 206, 198]",17.jpg,578.8004999999999,1.91
142.18,72.15,65.77,4715.88,"[157, 139, 122]","[68, 51, 44]","[222, 217, 210]",170.jpg,749.3969999999999,2.2
148.08,64.38,125.94,4994.33,"[173, 139, 97]","[90, 59, 32]","[234, 226, 212]",171.jpg,799.9095,2.28
180.39,58.5,133.43,1372.27,"[177, 121, 81]","[218, 173, 137]","[125, 72, 33]",172.jpg,261.6885,1.37
144.25,52.85,101.16,2444.02,"[169, 155, 135]","[72, 44, 24]","[142, 97, 56]",173.jpg,411.342,1.62
183.38,62.23,71.91,2217.17,"[102, 67, 44]","[170, 146, 122]","[219, 212, 201]",174.jpg,380.20349999999996,1.57
116.11,64.94,80.56,3609.75,"[47, 29, 22]","[183, 177, 169]","[104, 95, 88]",175.jpg,580.704,1.91
170.46,73.79,181.6,1595.18,"[189, 104, 44]","[76, 24, 13]","[232, 191, 147]",177.jpg,303.1545,1.44
132.96,52.61,73.63,1974.22,"[196, 183, 173]","[79, 62, 46]","[141, 122, 103]",178.jpg,335.013,1.49
140.42,43.14,38.38,1273.41,"[172, 169, 159]","[51, 44, 36]","[127, 121, 108]",179.jpg,224.3025,1.3
174.13,58.02,23.18,2646.01,"[155, 148, 135]","[209, 207, 200]","[67, 60, 54]",180.jpg,435.201,1.66
147.78,63.19,29.59,2801.52,"[207, 205, 194]","[63, 59, 57]","[135, 132, 120]",181.jpg,456.312,1.7
166.65,51.17,36.3,2190.87,"[163, 160, 157]","[99, 70, 61]","[200, 201, 200]",183.jpg,366.7485,1.55
143.65,57.11,71.17,1839.84,"[158, 151, 155]","[189, 153, 28]","[64, 46, 41]",184.jpg,316.7655,1.46
167.77,57.54,76.8,4835.27,"[69, 60, 58]","[186, 179, 172]","[194, 118, 72]",186.jpg,770.6070000000001,2.23
143.99,47.81,58.94,3190.23,"[139, 145, 131]","[60, 105, 66]","[202, 200, 197]",187.jpg,516.1455,1.8
120.97,63.16,75.02,1868.78,"[126, 136, 139]","[62, 39, 29]","[192, 200, 203]",189.jpg,319.1895,1.47
157.89,33.01,42.17,303.2,"[172, 161, 151]","[150, 128, 118]","[95, 75, 66]",190.jpg,80.44049999999999,1.06
147.1,35.9,40.05,668.89,"[146, 131, 123]","[95, 74, 66]","[177, 172, 167]",191.jpg,133.791,1.15
114.87,36.08,33.72,956.05,"[87, 81, 75]","[129, 126, 120]","[193, 204, 205]",192.jpg,171.108,1.21
144.75,35.92,45.15,432.47,"[152, 141, 127]","[85, 71, 62]","[200, 198, 198]",193.jpg,98.74350000000001,1.09
142.25,45.12,61.45,1284.42,"[130, 116, 96]","[73, 62, 56]","[188, 178, 161]",194.jpg,229.98600000000002,1.31
194.12,46.29,22.02,1039.08,"[215, 215, 211]","[91, 74, 65]","[191, 189, 184]",195.jpg,195.2265,1.26
161.61,33.19,52.5,797.64,"[90, 100, 123]","[127, 137, 145]","[180, 172, 158]",196.jpg,156.74099999999999,1.19
175.11,73.03,79.75,7596.33,"[228, 217, 194]","[57, 43, 27]","[159, 141, 103]",197.jpg,1188.633,2.95
187.02,63.15,65.97,3991.67,"[187, 165, 129]","[71, 69, 47]","[228, 214, 193]",198.jpg,646.1715,2.02
162.52,60.67,64.73,2951.44,"[165, 152, 130]","[44, 33, 27]","[207, 191, 167]",199.jpg,485.904,1.75
168.27,64.63,34.92,3851.59,"[163, 148, 129]","[220, 220, 217]","[85, 76, 68]",2.jpg,617.9115,1.97
167.03,61.4,75.81,9622.4,"[167, 156, 113]","[77, 67, 39]","[212, 206, 183]",20.jpg,1488.9959999999999,3.46
203.53,56.26,68.52,1949.01,"[227, 208, 182]","[79, 49, 38]","[190, 162, 112]",200.jpg,341.59799999999996,1.5
175.94,38.97,36.24,1161.53,"[196, 189, 180]","[97, 67, 48]","[161, 151, 138]",201.jpg,211.902,1.28
197.46,46.55,30.72,4948.06,"[186, 170, 155]","[228, 219, 209]","[99, 101, 96]",202.jpg,783.4185000000001,2.26
152.88,56.99,53.29,6560.13,"[124, 99, 84]","[189, 178, 167]","[53, 42, 37]",203.jpg,1023.4935,2.66
178.81,57.39,128.88,1991.21,"[216, 173, 139]","[174, 122, 84]","[126, 74, 34]",205.jpg,353.4435,1.52
148.29,44.28,43.93,2458.84,"[200, 203, 190]","[77, 77, 67]","[152, 152, 137]",206.jpg,404.30100000000004,1.61
133.98,79.93,63.41,2236.19,"[48, 37, 28]","[215, 211, 204]","[142, 128, 113]",207.jpg,377.0265,1.56
144.06,48.83,73.08,1090.81,"[203, 211, 212]","[103, 77, 55]","[155, 142, 125]",208.jpg,203.517,1.27
161.62,41.8,84.46,1785.26,"[83, 79, 48]","[191, 174, 142]","[158, 139, 107]",209.jpg,310.971,1.45
146.85,56.13,82.27,2136.04,"[149, 122, 97]","[190, 182, 175]","[85, 61, 40]",21.jpg,363.1935,1.54
135.65,69.44,72.9,2495.58,"[69, 44, 30]","[191, 198, 198]","[134, 124, 117]",210.jpg,416.0355,1.63
123.02,62.99,123.57,1840.83,"[192, 172, 154]","[70, 29, 16]","[143, 112, 92]",211.jpg,322.56149999999997,1.47
134.48,55.82,40.45,1544.53,"[145, 142, 136]","[68, 53, 42]","[204, 204, 205]",212.jpg,266.292,1.38
139.11,49.84,76.89,1714.41,"[136, 119, 98]","[69, 49, 38]","[197, 177, 154]",213.jpg,297.0375,1.43
158.64,67.02,46.13,1477.4,"[193, 198, 197]","[30, 14, 8]","[158, 161, 156]",214.jpg,262.37850000000003,1.37
167.2,26.85,20.28,1166.39,"[152, 159, 157]","[78, 64, 55]","[176, 189, 193]",215.jpg,207.108,1.28
174.97,52.77,42.7,558.24,"[174, 170, 159]","[91, 50, 22]","[204, 203, 198]",216.jpg,124.302,1.13
151.02,62.72,40.83,1620.72,"[148, 151, 146]","[28, 16, 13]","[188, 194, 196]",217.jpg,281.2935,1.4
151.06,68.4,84.26,1414.16,"[45, 29, 16]","[177, 167, 133]","[212, 210, 197]",218.jpg,257.682,1.36
198.6,59.09,60.72,4471.45,"[83, 74, 61]","[238, 210, 189]","[175, 152, 131]",219.jpg,718.4789999999999,2.15
123.37,55.03,31.03,2982.91,"[44, 41, 37]","[176, 168, 160]","[118, 112, 104]",22.jpg,478.85099999999994,1.74
122.18,61.17,64.67,5391.22,"[120, 104, 83]","[176, 178, 172]","[48, 38, 31]",220.jpg,845.886,2.36
144.64,45.1,35.17,555.53,"[179, 177, 171]","[70, 56, 48]","[151, 145, 134]",221.jpg,117.066,1.12
141.93,49.13,50.95,837.86,"[149, 140, 127]","[80, 65, 51]","[206, 196, 186]",222.jpg,161.9805,1.2
137.69,61.72,28.88,5651.76,"[191, 195, 195]","[62, 60, 54]","[134, 131, 119]",224.jpg,882.0075,2.42
164.46,51.07,48.55,4005.94,"[167, 147, 138]","[213, 201, 193]","[104, 76, 81]",225.jpg,640.5029999999999,2.01
173.28,51.41,66.64,4314.28,"[196, 177, 171]","[110, 49, 42]","[159, 114, 103]",226.jpg,690.8415,2.1
158.1,44.5,42.8,3441.75,"[144, 141, 137]","[81, 67, 59]","[183, 177, 173]",226.jpg.jpg,553.0725,1.86
197.28,54.03,64.34,5843.59,"[224, 210, 192]","[197, 171, 136]","[122, 77, 63]",227.jpg,923.886,2.5
169.5,51.9,56.93,4952.65,"[202, 194, 179]","[82, 72, 55]","[164, 154, 116]",228.jpg,784.6469999999999,2.26
174.36,60.93,66.2,4654.48,"[234, 214, 200]","[180, 154, 135]","[96, 73, 57]",229.jpg,743.3954999999999,2.19
162.37,50.96,57.22,4347.15,"[202, 188, 171]","[153, 135, 115]","[79, 65, 53]",229.jpg.jpg,692.6549999999999,2.1
163.69,62.15,68.5,4221.91,"[215, 199, 179]","[165, 143, 120]","[70, 55, 40]",23.jpg,677.4374999999999,2.08
152.79,62.31,52.06,8719.87,"[138, 129, 109]","[200, 195, 188]","[56, 57, 41]",230.jpg,1348.0545000000002,3.22
128.31,44.7,70.04,3989.36,"[173, 159, 140]","[114, 108, 83]","[60, 51, 34]",232.jpg,634.8615,2.0
164.66,58.3,41.75,9074.37,"[149, 141, 122]","[69, 62, 50]","[209, 205, 194]",233.jpg,1400.862,3.31
155.16,54.84,63.44,6112.14,"[192, 185, 174]","[88, 54, 34]","[145, 133, 118]",233.jpg.jpg,957.837,2.55
182.93,59.98,43.9,5859.92,"[165, 150, 134]","[216, 211, 205]","[90, 74, 62]",234.jpg,922.0094999999999,2.49
161.96,61.52,62.23,8835.2,"[213, 205, 194]","[69, 57, 46]","[156, 131, 100]",235.jpg,1368.1365,3.25
174.68,50.58,36.13,5039.61,"[86, 78, 72]","[209, 202, 195]","[174, 155, 136]",236.jpg,795.1499999999999,2.28
166.99,59.78,78.06,4299.82,"[177, 146, 119]","[89, 71, 57]","[226, 209, 186]",237.jpg,690.6975,2.1
165.82,52.88,83.26,5598.31,"[153, 136, 105]","[207, 197, 181]","[111, 69, 28]",238.jpg,885.0405000000001,2.43
177.04,58.95,55.72,7225.38,"[222, 209, 192]","[153, 144, 122]","[73, 64, 46]",239.jpg,1127.5635,2.84
149.61,54.64,74.03,3407.46,"[197, 183, 166]","[84, 66, 50]","[152, 124, 97]",24.jpg,552.861,1.86
162.71,61.49,50.41,6066.88,"[156, 136, 108]","[68, 61, 50]","[208, 201, 191]",240.jpg,951.2235000000001,2.54
161.99,47.32,53.15,3611.08,"[153, 136, 114]","[87, 71, 55]","[196, 186, 174]",242.jpg,581.031,1.91
164.81,69.76,65.86,10225.8,"[217, 210, 200]","[86, 61, 41]","[162, 149, 135]",243.jpg,1578.9344999999998,3.61
171.86,66.77,58.4,10561.34,"[72, 53, 42]","[163, 141, 121]","[218, 209, 199]",244.jpg,1628.7555,3.69
161.99,65.08,55.51,7753.83,"[213, 207, 199]","[155, 144, 125]","[77, 55, 38]",245.jpg,1205.4615,2.97
180.87,47.12,60.41,9525.06,"[177, 156, 131]","[216, 205, 189]","[99, 83, 58]",246.jpg,1472.0189999999998,3.43
167.24,67.86,66.65,6746.98,"[167, 142, 113]","[77, 56, 40]","[217, 207, 193]",247.jpg,1057.3094999999998,2.72
167.05,67.87,73.29,9564.33,"[213, 202, 187]","[157, 133, 106]","[74, 49, 32]",248.jpg,1480.881,3.44
175.88,61.32,63.3,7184.04,"[222, 213, 199]","[91, 74, 53]","[180, 161, 134]",249.jpg,1122.681,2.83
144.26,57.91,72.18,1996.73,"[209, 200, 188]","[93, 72, 54]","[156, 137, 119]",25.jpg,340.662,1.5
158.45,56.57,37.36,5281.62,"[198, 193, 187]","[151, 141, 129]","[60, 48, 39]",250.jpg,830.0999999999999,2.34
127.52,69.28,63.27,5914.98,"[215, 208, 199]","[60, 50, 41]","[135, 116, 89]",251.jpg,926.2574999999999,2.5
157.77,51.59,20.87,1826.36,"[190, 191, 196]","[73, 62, 65]","[138, 137, 144]",252.jpg,308.48849999999993,1.45
185.57,58.68,12.78,3360.13,"[226, 224, 222]","[158, 157, 155]","[69, 65, 63]",253.jpg,542.574,1.85
160.67,61.83,52.06,5085.59,"[217, 209, 199]","[70, 58, 48]","[165, 152, 137]",254.jpg,804.0224999999999,2.29
158.23,60.58,38.87,4553.38,"[154, 149, 136]","[83, 82, 71]","[224, 221, 217]",255.jpg,721.659,2.15
157.38,56.7,43.9,5093.2,"[202, 196, 184]","[76, 73, 56]","[150, 140, 126]",256.jpg,802.6769999999999,2.29
167.45,53.07,44.17,4971.15,"[168, 156, 142]","[69, 65, 57]","[204, 195, 184]",257.jpg,785.3759999999999,2.26
160.38,54.74,36.78,6974.95,"[142, 133, 130]","[207, 202, 203]","[90, 78, 69]",258.jpg,1084.0275,2.77
156.54,57.92,50.36,5752.7,"[207, 201, 188]","[78, 74, 62]","[154, 143, 125]",259.jpg,902.6279999999999,2.46
165.39,43.86,53.78,1970.6,"[137, 117, 99]","[193, 180, 165]","[71, 51, 35]",26.jpg,335.04449999999997,1.49
184.86,57.77,55.23,7344.49,"[224, 210, 201]","[91, 73, 55]","[180, 153, 133]",260.jpg,1146.3525,2.87
159.71,59.32,50.29,7871.85,"[211, 205, 194]","[157, 148, 133]","[81, 64, 48]",261.jpg,1221.1754999999998,3.0
168.82,61.07,52.81,6996.89,"[222, 211, 199]","[89, 71, 57]","[162, 146, 133]",262.jpg,1091.9385,2.78
164.62,63.92,65.6,7623.55,"[81, 65, 45]","[213, 211, 202]","[157, 144, 109]",263.jpg,1187.6535000000001,2.94
128.87,62.62,37.13,5511.25,"[151, 145, 138]","[209, 208, 206]","[73, 63, 56]",264.jpg,860.9805,2.39
118.24,53.91,64.39,3630.13,"[57, 55, 54]","[199, 186, 169]","[127, 112, 96]",265.jpg,580.0005,1.91
192.97,50.39,46.56,2742.27,"[181, 162, 140]","[226, 221, 219]","[133, 102, 75]",266.jpg,454.82849999999996,1.7
152.12,63.6,84.83,5106.6,"[168, 151, 132]","[88, 55, 36]","[220, 210, 194]",267.jpg,811.0725,2.3
128.26,63.08,64.19,6631.54,"[55, 46, 41]","[194, 186, 179]","[135, 108, 80]",268.jpg,1033.0605,2.68
151.8,53.55,31.77,4342.07,"[92, 86, 77]","[212, 206, 198]","[145, 137, 127]",269.jpg,686.8784999999999,2.09
143.92,67.45,70.7,3313.06,"[193, 199, 199]","[66, 44, 30]","[142, 132, 119]",27.jpg,539.2695,1.84
164.38,53.23,49.02,3719.24,"[164, 149, 136]","[105, 84, 63]","[224, 219, 212]",270.jpg,597.8805,1.94
165.63,53.04,95.88,3780.11,"[220, 208, 192]","[114, 96, 50]","[176, 154, 115]",271.jpg,614.199,1.97
115.65,60.92,45.5,3681.29,"[49, 44, 38]","[199, 194, 184]","[130, 121, 110]",2717ae86-a15c-4b1a-ac3a-0f2581bd3a82.jpg,585.504,1.92
164.36,56.45,76.24,3758.67,"[197, 173, 69]","[211, 206, 184]","[110, 104, 95]",272.jpg,608.358,1.96
149.2,42.17,29.52,5233.93,"[90, 85, 74]","[150, 146, 136]","[194, 196, 191]",273.jpg,818.2230000000001,2.32
163.14,56.31,53.69,4672.35,"[181, 148, 92]","[99, 88, 84]","[206, 195, 186]",274.jpg,741.8235000000001,2.19
104.42,55.78,76.4,4835.5,"[201, 180, 161]","[55, 42, 37]","[116, 94, 79]",276.jpg,760.8149999999999,2.22
193.62,53.72,61.39,3312.0,"[220, 205, 194]","[124, 74, 62]","[187, 160, 140]",277.jpg,543.1094999999999,1.85
193.38,45.39,47.1,5431.98,"[219, 208, 199]","[109, 86, 72]","[182, 156, 136]",278.jpg,857.6774999999999,2.38
158.92,55.55,36.78,5065.2,"[207, 203, 199]","[93, 81, 77]","[163, 154, 146]",279.jpg,797.4675,2.28
162.3,58.37,101.25,4189.91,"[53, 110, 186]","[65, 73, 88]","[187, 169, 145]",28.jpg,676.7745,2.07
175.29,56.7,69.18,5083.32,"[218, 205, 190]","[104, 77, 57]","[177, 149, 127]",280.jpg,807.6734999999999,2.3
185.13,50.42,60.59,4551.86,"[218, 206, 194]","[172, 140, 123]","[125, 91, 72]",281.jpg,727.1999999999998,2.16
178.79,58.25,46.38,4855.14,"[160, 141, 126]","[218, 207, 199]","[78, 57, 46]",282.jpg,770.7840000000001,2.23
165.01,55.27,59.75,5002.39,"[90, 67, 52]","[215, 200, 187]","[167, 147, 131]",283.jpg,792.363,2.27
124.16,64.78,60.34,6406.17,"[139, 117, 102]","[203, 191, 182]","[47, 37, 36]",284.jpg,998.3175,2.62
140.51,63.8,63.82,7292.06,"[149, 135, 118]","[66, 54, 45]","[218, 205, 190]",285.jpg,1134.0285,2.85
176.99,52.62,55.15,4224.48,"[172, 160, 132]","[205, 203, 193]","[88, 83, 74]",286.jpg,676.386,2.07
91.7,48.38,134.99,4262.36,"[45, 26, 19]","[163, 132, 108]","[109, 64, 44]",287.jpg,680.6144999999999,2.08
179.49,60.24,53.68,7101.84,"[190, 167, 145]","[232, 222, 213]","[111, 90, 76]",288.jpg,1109.2875000000001,2.81
182.55,53.75,72.73,3928.59,"[221, 208, 195]","[127, 83, 52]","[169, 146, 115]",289.jpg,635.643,2.0
174.4,52.09,23.7,4906.72,"[162, 156, 149]","[212, 210, 206]","[90, 72, 65]",29.jpg,773.5365,2.24
186.75,41.46,39.84,2839.86,"[208, 204, 192]","[161, 160, 145]","[88, 75, 56]",290.jpg,466.18649999999997,1.72
177.45,46.2,33.59,4193.56,"[174, 159, 145]","[96, 81, 70]","[206, 199, 194]",291.jpg,667.62,2.06
175.77,46.74,41.48,5430.82,"[209, 199, 192]","[106, 86, 76]","[165, 149, 138]",292.jpg,854.2214999999999,2.38
174.84,50.99,64.4,3524.87,"[214, 206, 202]","[176, 151, 131]","[70, 71, 87]",293.jpg,572.265,1.9
194.37,46.84,19.64,4361.26,"[89, 75, 67]","[216, 213, 215]","[168, 155, 148]",294.jpg,693.3164999999999,2.1
153.53,52.02,39.0,4953.74,"[149, 146, 130]","[79, 71, 56]","[215, 211, 206]",295.jpg,779.7434999999999,2.25
144.08,46.32,52.55,3574.87,"[179, 181, 179]","[72, 69, 64]","[115, 126, 130]",296.jpg,572.673,1.9
138.82,48.46,41.58,3528.59,"[189, 182, 174]","[142, 132, 121]","[69, 60, 51]",297.jpg,563.6175,1.88
166.48,51.65,34.43,2893.53,"[92, 77, 62]","[160, 149, 139]","[206, 202, 200]",298.jpg,471.91350000000006,1.73
167.21,55.97,22.02,5929.4,"[159, 154, 146]","[75, 69, 62]","[212, 210, 207]",299.jpg,926.1899999999999,2.5
140.23,65.78,98.15,4995.14,"[58, 38, 28]","[202, 182, 166]","[145, 98, 74]",30.jpg,794.8950000000001,2.28
150.31,48.32,23.81,4525.65,"[138, 133, 126]","[77, 71, 61]","[190, 189, 185]",300.jpg,712.2135,2.14
158.03,59.62,76.83,5395.48,"[61, 45, 31]","[172, 150, 102]","[193, 183, 170]",301.jpg,853.4939999999999,2.38
164.8,37.73,25.77,2184.53,"[161, 156, 153]","[204, 203, 203]","[118, 108, 97]",302.jpg,361.9245,1.54
